# Features Imputed,Baseline MSE (DI),Time (DI),Baseline MSE (MI),Time (MI),Baseline MSE (KI),Time (KI),Baseline MSE (MinI),Time (MinI)
4,63.0839,60.9088,72.8833,0.0025,64.1701,1.7632,60.5698,0.0022
